gene,DE_score
ENSG00000151834,28.53656821057028
ENSG00000284653,17.215642478732857
ENSG00000163581,15.720005786518652
ENSG00000081181,14.374369882964906
ENSG00000171227,12.99857107569556
ENSG00000134121,12.794343816887023
ENSG00000260086,11.435444303061297
ENSG00000147003,10.431150940945326
ENSG00000171004,10.091652903557149
ENSG00000170509,9.629755791329842
ENSG00000010282,9.542807958971823
ENSG00000225968,9.071825780820708
ENSG00000175785,8.873611240481686
ENSG00000187068,8.639300644939858
ENSG00000135447,8.636899200489996
ENSG00000165195,8.633660053685983
ENSG00000206532,8.395501504181782
ENSG00000231013,8.261588319033525
ENSG00000183734,8.236068292546687
ENSG00000144837,8.229339682738825
ENSG00000111644,8.196875626194325
ENSG00000172575,8.180962956567779
ENSG00000138622,8.165878803518085
ENSG00000226454,8.15148101449619
ENSG00000164283,8.147921542810737
ENSG00000260878,8.079243795684121
ENSG00000132972,7.921683975974182
ENSG00000224387,7.7387637522592785
ENSG00000163710,7.716861457535412
ENSG00000205795,7.6866846125094455
ENSG00000050165,7.672171658259265
ENSG00000161649,7.66435065251376
ENSG00000123836,7.610577270938201
ENSG00000135472,7.200831331713738
ENSG00000136872,7.040958027131095
ENSG00000100253,6.942502879184211
ENSG00000204347,6.893643515051216
ENSG00000169299,6.737405722093311
ENSG00000127870,6.662352924268702
ENSG00000069424,6.659579221225894
ENSG00000075035,6.603514989596399
ENSG00000265179,6.585082799255319
ENSG00000165409,6.445209765670785
ENSG00000279953,6.375355106516498
ENSG00000160221,6.298381757276007
ENSG00000205231,6.214087017303005
ENSG00000171819,6.200436743249112
ENSG00000128683,6.163066428469728
ENSG00000176533,6.126699824571561
ENSG00000177551,6.0829297984400785
ENSG00000198930,6.0657383184545735
ENSG00000225126,5.944767512876721
ENSG00000225833,5.904446594670222
ENSG00000176928,5.823782076753902
ENSG00000174567,5.76412860108987
ENSG00000105467,5.746655823160865
ENSG00000270174,5.6486643990213
ENSG00000233718,5.615596164832318
ENSG00000102048,5.559331148391385
ENSG00000015520,5.545205485781637
ENSG00000251504,5.507055905112451
ENSG00000197888,5.488287353031959
ENSG00000116329,5.433073924146679
ENSG00000162949,5.3754619405692265
ENSG00000254670,5.367669603735741
ENSG00000226702,5.367439019499658
ENSG00000229880,5.2960488020022405
ENSG00000247381,5.281735830242201
ENSG00000249856,5.280720762078171
ENSG00000227533,5.271540778967549
ENSG00000224318,5.257994294814752
ENSG00000254431,5.20510077068132
ENSG00000091831,5.192973881725071
ENSG00000131097,5.1508203143546964
ENSG00000186188,5.130890800085828
ENSG00000025039,5.124495698506934
ENSG00000022355,5.12441057705928
ENSG00000163377,5.118983357852369
ENSG00000138660,5.116721233088875
ENSG00000269397,5.027045767082715
ENSG00000224417,5.02146160720766
ENSG00000070159,5.00562887196793
ENSG00000165061,5.001091471328135
ENSG00000138792,4.888290668845444
ENSG00000145888,4.8820507026603375
ENSG00000104760,4.84372821658804
ENSG00000249242,4.830820905693858
ENSG00000172955,4.824482808258773
ENSG00000251416,4.806705052434583
ENSG00000174804,4.79798609228001
ENSG00000213658,4.786088465445069
ENSG00000128253,4.78006967096736
ENSG00000253882,4.776485843927263
ENSG00000143248,4.768385048837445
ENSG00000256004,4.763469661452636
ENSG00000198022,4.758003480918474
ENSG00000249751,4.743504256283023
ENSG00000263279,4.731699707180186
ENSG00000163364,4.704990295444789
ENSG00000255829,4.693013117278342
ENSG00000065320,4.686935741664409
ENSG00000264808,4.674423892531353
ENSG00000276170,4.629360928170852
ENSG00000233170,4.628073115386438
ENSG00000146072,4.615272665704365
ENSG00000196517,4.586784594627802
ENSG00000152254,4.580605468916426
ENSG00000129646,4.575928884319664
ENSG00000170044,4.54915879715415
ENSG00000176771,4.5334929807208795
ENSG00000246523,4.531087579160286
ENSG00000134323,4.507092812565905
ENSG00000087085,4.5010448760254524
ENSG00000166387,4.496803454539376
ENSG00000231106,4.483731216824756
ENSG00000182963,4.4820807860898775
ENSG00000199488,4.480854647281182
ENSG00000180785,4.469427671998873
ENSG00000143549,4.459408592224761
ENSG00000213846,4.456689076081688
ENSG00000204787,4.455166470592251
ENSG00000256377,4.44731563643203
ENSG00000091128,4.446504434999304
ENSG00000121068,4.4421788905353266
ENSG00000180219,4.4133517634978
ENSG00000172156,4.378175342154839
ENSG00000171724,4.363184246678446
ENSG00000277837,4.361173956597032
ENSG00000183654,4.358213620007119
ENSG00000214108,4.327586749145767
ENSG00000185269,4.325308316357896
ENSG00000213694,4.316238353510534
ENSG00000186105,4.31355001131207
ENSG00000234352,4.292969556625071
ENSG00000177459,4.271024827071945
ENSG00000134817,4.241915235895325
ENSG00000150625,4.241707597388673
ENSG00000154269,4.234469798551422
ENSG00000248636,4.23205328726449
ENSG00000164683,4.213533184176749
ENSG00000258626,4.201069105256902
ENSG00000265666,4.200958785975847
ENSG00000165949,4.200929717694995
ENSG00000203883,4.187055010337713
ENSG00000161654,4.1498612001844855
ENSG00000074800,4.140324685158728
ENSG00000226823,4.1367642476080215
ENSG00000284676,4.13113698837521
ENSG00000149489,4.128068427938164
ENSG00000261373,4.127908441620459
ENSG00000155011,4.113091096905539
ENSG00000185742,4.099753032400617
ENSG00000183484,4.097413506307975
ENSG00000162621,4.0917605432375295
ENSG00000172023,4.080808295798672
ENSG00000278035,4.078226717939326
ENSG00000166148,4.076106282305398
ENSG00000205571,4.0723344931449486
ENSG00000223956,4.044534098005137
ENSG00000180875,4.04220590896617
ENSG00000254620,4.041601081806389
ENSG00000187513,4.038437443865919
ENSG00000138796,4.037262912146851
ENSG00000232604,4.036524850881608
ENSG00000105894,4.033614503660885
ENSG00000136943,4.033268565660249
ENSG00000227589,4.02239428288683
ENSG00000111262,3.975863081937223
ENSG00000069702,3.9701602669532474
ENSG00000158825,3.96821479945395
ENSG00000175745,3.95105099664437
ENSG00000259929,3.9466890059140765
ENSG00000243715,3.945061822807924
ENSG00000161267,3.942053041037358
ENSG00000144120,3.937379711344897
ENSG00000256196,3.914970215216191
ENSG00000135636,3.909970902850925
ENSG00000226017,3.900163328082538
ENSG00000187955,3.884333430127269
ENSG00000130830,3.8837989231692465
ENSG00000253967,3.8706083118328847
ENSG00000166111,3.868735165247142
ENSG00000187783,3.8674160535633155
ENSG00000074660,3.8616334827543835
ENSG00000051341,3.8573184825292084
ENSG00000002919,3.8538532834219303
ENSG00000091137,3.8148887263923115
ENSG00000267454,3.811944490151589
ENSG00000196177,3.801981481367053
ENSG00000108387,3.7919230636465846
ENSG00000130595,3.7910037934292595
ENSG00000144057,3.7880194618985463
ENSG00000211893,3.779806130671974
ENSG00000163803,3.7794166913555935
ENSG00000147145,3.777302819222879
ENSG00000138161,3.7660385635807563
ENSG00000172568,3.7631355922487364
ENSG00000136928,3.7619748670758213
ENSG00000116690,3.7619360400196604
ENSG00000158089,3.7562168550688213
ENSG00000187498,3.7532875611083325
ENSG00000131055,3.7499640286996665
ENSG00000225756,3.7499275833205132
ENSG00000279294,3.7381582847723176
ENSG00000261468,3.7346064518648343
ENSG00000162461,3.728506723317734
ENSG00000125780,3.7267606072501396
ENSG00000266952,3.7266829727508224
ENSG00000232373,3.7143358162994065
ENSG00000172016,3.711719805774599
ENSG00000265485,3.7107740913488856
ENSG00000131477,3.7083870528940546
ENSG00000087086,3.7053071120092236
ENSG00000269343,3.7012159869404218
ENSG00000106331,3.6986817414238895
ENSG00000123444,3.6979560461348155
ENSG00000263745,3.692750988099472
ENSG00000161381,3.6922886731538194
ENSG00000143954,3.6871693278679203
ENSG00000182853,3.6700028388519983
ENSG00000258450,3.665751231303361
ENSG00000156687,3.661486876618574
ENSG00000216775,3.6576350096114076
ENSG00000085117,3.656839315095045
ENSG00000186197,3.6564407986041183
ENSG00000183439,3.6523293746454915
ENSG00000139194,3.641676812030791
ENSG00000227082,3.626767664938933
ENSG00000125968,3.6212803893407153
ENSG00000118523,3.6167807152005937
ENSG00000185885,3.615102979387196
ENSG00000113552,3.6119327813907973
ENSG00000151468,3.611563485699773
ENSG00000248632,3.6106660241132267
ENSG00000106128,3.6061171176297893
ENSG00000138670,3.6056832825450797
ENSG00000278090,3.6046262404153646
ENSG00000226770,3.6021150430285354
ENSG00000139567,3.601202162058476
ENSG00000283544,3.5947857862572667
ENSG00000249159,3.594647899909287
ENSG00000265752,3.5935678060503466
ENSG00000173546,3.5935403626965594
ENSG00000074181,3.5758316991926185
ENSG00000249690,3.5700625153579573
ENSG00000146476,3.5637362194888094
ENSG00000279355,3.561431906531302
ENSG00000096696,3.5601310942631734
ENSG00000154065,3.5583550378752116
ENSG00000010319,3.546602283134875
ENSG00000004059,3.543640253395469
ENSG00000135604,3.5340196834573465
ENSG00000164035,3.5199983069471266
ENSG00000117069,3.5104936697783344
ENSG00000251095,3.5077104310289515
ENSG00000255326,3.505898988120389
ENSG00000255222,3.503818374381958
ENSG00000134871,3.502247462972354
ENSG00000162444,3.500147594384901
ENSG00000263015,3.499983478884612
ENSG00000057704,3.4982297573023287
ENSG00000108622,3.4882625527636155
ENSG00000113721,3.4854704771170635
ENSG00000254647,3.484796711280309
ENSG00000211897,3.482594145756515
ENSG00000156234,3.481368489256362
ENSG00000211649,3.4812293616073138
ENSG00000100097,3.4796018953306156
ENSG00000169607,3.4791756755916987
ENSG00000197181,3.4776014208248043
ENSG00000079689,3.475984333494002
ENSG00000272948,3.4718311748777726
ENSG00000140451,3.4651310077279684
ENSG00000109107,3.4514148034035927
ENSG00000120053,3.4480220814223936
ENSG00000198873,3.444116703404666
ENSG00000278926,3.4383487379005575
ENSG00000176435,3.43731440608257
ENSG00000131473,3.434506597568274
ENSG00000180745,3.4306998827918203
ENSG00000189227,3.4234846009345814
ENSG00000115523,3.4124369086683677
ENSG00000120279,3.411773263685048
ENSG00000232445,3.4110762469458855
ENSG00000127241,3.411003730630814
ENSG00000228536,3.4074504447269067
ENSG00000273314,3.4007596786445773
ENSG00000177674,3.397438450254388
ENSG00000127578,3.3917759691771123
ENSG00000150048,3.3843476181378978
ENSG00000256814,3.3754344156805147
ENSG00000198739,3.375339758585255
ENSG00000167378,3.3678234110496152
ENSG00000198768,3.3677099811002784
ENSG00000265107,3.364856077439379
ENSG00000139641,3.3619932887436756
ENSG00000140968,3.3612589976684872
ENSG00000134042,3.3525743813371
ENSG00000174840,3.345789036127999
ENSG00000257219,3.3451483837398053
ENSG00000270587,3.3424484095667872
ENSG00000186675,3.3340018104299434
ENSG00000153767,3.3289493865849735
ENSG00000174456,3.3223013203367513
ENSG00000164736,3.32093440069336
ENSG00000118292,3.31803283330011
ENSG00000177707,3.3109198539388394
ENSG00000197894,3.306377273219314
ENSG00000198523,3.3051335570207394
ENSG00000229407,3.3045813857320607
ENSG00000167393,3.3011228718661223
ENSG00000117461,3.29790498929969
ENSG00000268189,3.295387319162394
ENSG00000253457,3.293558692127131
ENSG00000179776,3.2911192517418297
ENSG00000109991,3.2900006280661147
ENSG00000267424,3.2866620347936872
ENSG00000156795,3.285906535587486
ENSG00000147378,3.2851298395950543
ENSG00000185585,3.282423995514317
ENSG00000129214,3.282251153222804
ENSG00000183978,3.2774904666067566
ENSG00000166963,3.275367321388558
ENSG00000233613,3.2751928349691526
ENSG00000069122,3.2666308377161073
ENSG00000145907,3.257462972240644
ENSG00000065325,3.2508162904088564
ENSG00000111674,3.250154333456367
ENSG00000196739,3.246770124347
ENSG00000121039,3.242136723507427
ENSG00000211650,3.241737315573651
ENSG00000131471,3.237884644594242
ENSG00000100302,3.2332407546539907
ENSG00000134508,3.2283187935159643
ENSG00000099998,3.2273068818867756
ENSG00000105143,3.2252740871069143
ENSG00000096092,3.221976925465509
ENSG00000128052,3.215406090277949
ENSG00000279799,3.2139253920795925
ENSG00000215887,3.2134780133974945
ENSG00000002746,3.1944486912830703
ENSG00000171503,3.193870704733968
ENSG00000254093,3.190694642429276
ENSG00000248712,3.1899380667256216
ENSG00000169594,3.189177431168422
ENSG00000228643,3.18134229083278
ENSG00000242110,3.179373131989778
ENSG00000140488,3.179085501789927
ENSG00000124762,3.1742932427400246
ENSG00000262484,3.1712358483069845
ENSG00000233101,3.165922249630934
ENSG00000258045,3.1657920682138294
ENSG00000185670,3.1637808411919166
ENSG00000272551,3.154268877073328
ENSG00000271275,3.1536923620097292
ENSG00000122585,3.150674054036727
ENSG00000230968,3.1505569023509783
ENSG00000279685,3.1473714729247906
ENSG00000198160,3.145302384773109
ENSG00000279022,3.144264419343477
ENSG00000124731,3.1437224586034267
ENSG00000132964,3.1434177907193734
ENSG00000121005,3.1421718569431603
ENSG00000183283,3.137765944850856
ENSG00000254440,3.1361764383402737
ENSG00000111669,3.133254111217128
ENSG00000204583,3.13216812341345
ENSG00000239789,3.12895023140901
ENSG00000147113,3.1256556513990503
ENSG00000255587,3.1255950228237186
ENSG00000280650,3.1238578545354496
ENSG00000273768,3.123508610069671
ENSG00000237181,3.1226542606726535
ENSG00000206417,3.1219203889230274
ENSG00000168824,3.118836874490878
ENSG00000197245,3.1152356455617274
ENSG00000258285,3.111308776743841
ENSG00000122952,3.104488526299355
ENSG00000235619,3.1029876686808096
ENSG00000273321,3.102638863346198
ENSG00000261555,3.1014907654066803
ENSG00000249691,3.1002015234988223
ENSG00000275734,3.1001969809010834
ENSG00000033867,3.098992224228035
ENSG00000233098,3.097453089934357
ENSG00000149564,3.0952969201084253
ENSG00000142552,3.0934429183080745
ENSG00000283959,3.091669343947078
ENSG00000257951,3.086415380282147
ENSG00000172889,3.0851306091156223
ENSG00000157570,3.084911686614004
ENSG00000145861,3.079769665065017
ENSG00000111348,3.0786398134467663
ENSG00000261189,3.0752376806800554
ENSG00000145423,3.0737390511794014
ENSG00000233208,3.0721076681358226
ENSG00000163577,3.072017728440696
ENSG00000050030,3.0690688515079283
ENSG00000159958,3.068675908257523
ENSG00000142748,3.0633973020455225
ENSG00000246820,3.0615105801407037
ENSG00000230873,3.0603276968776076
ENSG00000174156,3.0587249778462184
ENSG00000087237,3.058371036875322
ENSG00000106018,3.0533113069557496
ENSG00000213090,3.0508231770634056
ENSG00000260412,3.049216406523286
ENSG00000130052,3.048083069282386
ENSG00000124713,3.0447109437327695
ENSG00000196562,3.0446955481659224
ENSG00000248880,3.0439217963341014
ENSG00000113140,3.04053418486844
ENSG00000102804,3.038059565061022
ENSG00000235050,3.0362469575483275
ENSG00000170619,3.0332983362835164
ENSG00000118804,3.0320372935035875
ENSG00000114573,3.0280755861519584
ENSG00000088367,3.02777570290719
ENSG00000174992,3.0248254163419097
ENSG00000160563,3.0225011013481864
ENSG00000112902,3.0132965143411354
ENSG00000130300,3.007703392857688
ENSG00000235823,3.0045831428977543
ENSG00000168411,3.0043877515139887
ENSG00000213561,3.0023876945990984
ENSG00000203760,3.00055629666633
ENSG00000149534,3.000361657999696
ENSG00000138180,2.997601580705987
ENSG00000140284,2.9950799467312206
ENSG00000100311,2.9893359553809047
ENSG00000140287,2.9891799499243237
ENSG00000149596,2.9868464049243393
ENSG00000231245,2.9859500510368857
ENSG00000172236,2.9821434202323216
ENSG00000251381,2.978597013259397
ENSG00000157330,2.975286811638418
ENSG00000092009,2.9721009891884003
ENSG00000078596,2.971811318055085
ENSG00000047648,2.9707824431166774
ENSG00000102362,2.967278242519449
ENSG00000243069,2.966934033774322
ENSG00000187753,2.9668643382656277
ENSG00000231158,2.9648648686938612
ENSG00000006638,2.9631514261885856
ENSG00000252329,2.959717976904299
ENSG00000279525,2.9590311295189946
ENSG00000196503,2.9566207873696038
ENSG00000245975,2.9558633056431205
ENSG00000095209,2.952136589315653
ENSG00000197769,2.9505585058825434
ENSG00000248527,2.9497951667433795
ENSG00000132688,2.9485283891566323
ENSG00000224982,2.945844480327682
ENSG00000230970,2.943996024834531
ENSG00000137225,2.93973582354485
ENSG00000204993,2.937929470720668
ENSG00000167992,2.9377387120664187
ENSG00000168899,2.9342812573093062
ENSG00000234675,2.933530930123209
ENSG00000269921,2.929309345824707
ENSG00000143401,2.9281286927052426
ENSG00000185873,2.9250836697586804
ENSG00000110852,2.923772769610295
ENSG00000168913,2.923119015154017
ENSG00000282757,2.920803797557208
ENSG00000166908,2.919665644493951
ENSG00000116962,2.918712540209106
ENSG00000169174,2.916722710476833
ENSG00000196611,2.912057070041329
ENSG00000104419,2.90857336450627
ENSG00000127824,2.90775564550696
ENSG00000203985,2.9057682853637528
ENSG00000151360,2.9050090030611484
ENSG00000126953,2.903424753678445
ENSG00000259383,2.8968316112675376
ENSG00000173786,2.894783129474141
ENSG00000107295,2.893035213184171
ENSG00000100744,2.891627631390955
ENSG00000259370,2.8870297922527866
ENSG00000248859,2.8836829278174814
ENSG00000136859,2.882029180973176
ENSG00000011201,2.8817797214005236
ENSG00000162757,2.880047407962089
ENSG00000127329,2.878025477918639
ENSG00000178033,2.8720019637881764
ENSG00000105696,2.871578040074385
ENSG00000100220,2.870460526412949
ENSG00000141404,2.868787020949026
ENSG00000153832,2.8673625461222647
ENSG00000135778,2.8653870657402147
ENSG00000188153,2.86464620326572
ENSG00000170827,2.8643813691490685
ENSG00000185787,2.858892948090996
ENSG00000253426,2.8586621083172905
ENSG00000162367,2.8576836828167105
ENSG00000197061,2.8574738587293274
ENSG00000156869,2.8556069867628913
ENSG00000163209,2.8488888558466456
ENSG00000274775,2.84855506417323
ENSG00000156802,2.8468319730464002
ENSG00000173641,2.8458643016929406
ENSG00000177363,2.845512249970814
ENSG00000148773,2.841838055610608
ENSG00000243083,2.840817324643913
ENSG00000278979,2.83983009397293
ENSG00000154096,2.8397203378378704
ENSG00000165325,2.8387757388690233
ENSG00000280025,2.838265135946116
ENSG00000275832,2.8378070345581516
ENSG00000227848,2.8377039592309727
ENSG00000139626,2.8365803764528965
ENSG00000184661,2.8358664648621605
ENSG00000101335,2.8356404363377705
ENSG00000259017,2.833803975240275
ENSG00000187678,2.8331124439874222
ENSG00000188176,2.8321421613920896
ENSG00000240002,2.8300509204281856
ENSG00000181374,2.8298807266024624
ENSG00000254290,2.8284560508505305
ENSG00000283537,2.8284183874620576
ENSG00000179144,2.822426836127535
ENSG00000100167,2.8211572287288997
ENSG00000174059,2.8197487940298274
ENSG00000090889,2.81245871330881
ENSG00000179066,2.8113317590250784
ENSG00000132603,2.809248959483233
ENSG00000230519,2.8090536467295846
ENSG00000111335,2.8089627660029315
ENSG00000134057,2.8083024709856366
ENSG00000224228,2.807515751657346
ENSG00000154645,2.8064229108345726
ENSG00000255065,2.8041073260789466
ENSG00000125810,2.803525792850896
ENSG00000182632,2.802210366952308
ENSG00000196341,2.801946888201527
ENSG00000164692,2.798288993194161
ENSG00000165023,2.7981694892935716
ENSG00000177989,2.7978647034304283
ENSG00000253911,2.7943753616133953
ENSG00000124641,2.7942316433844434
ENSG00000188042,2.7931826214276003
ENSG00000175879,2.7923619624230724
ENSG00000224431,2.7922827808306074
ENSG00000176343,2.7908818242056856
ENSG00000120057,2.790330833987608
ENSG00000259236,2.785215657961403
ENSG00000141433,2.785123959738929
ENSG00000230489,2.7849916738887575
ENSG00000168078,2.7823795002728846
ENSG00000204301,2.7811364069666418
ENSG00000251061,2.7792395636714087
ENSG00000163291,2.774369827795223
ENSG00000254556,2.7731893502067737
ENSG00000065618,2.7685591222723938
ENSG00000184979,2.7679560724830865
ENSG00000155307,2.767519171568678
ENSG00000277453,2.7674987446051196
ENSG00000162654,2.767249563377347
ENSG00000102755,2.7652625755918447
ENSG00000060656,2.76522460316979
ENSG00000165449,2.7637659062280737
ENSG00000121964,2.7599533822937174
ENSG00000144229,2.7576384274249466
ENSG00000279271,2.7559120303754185
ENSG00000236963,2.754499654254794
ENSG00000253621,2.754417736138827
ENSG00000122679,2.752662457780975
ENSG00000158352,2.751690941618464
ENSG00000176124,2.7513713690318755
ENSG00000273325,2.750919285519532
ENSG00000221887,2.7508814981796936
ENSG00000167034,2.750548102067392
ENSG00000197933,2.7487298115682437
ENSG00000198729,2.7475060921193672
ENSG00000239951,2.746608913022008
ENSG00000106133,2.746146293224761
ENSG00000284616,2.746003392267674
ENSG00000228812,2.744577296853219
ENSG00000184530,2.744302385017848
ENSG00000152578,2.7428024696947437
ENSG00000205497,2.742708234293051
ENSG00000110074,2.7386594095864814
ENSG00000257588,2.737892600064007
ENSG00000140945,2.7371677814442577
ENSG00000272406,2.7359224501275072
ENSG00000267102,2.733602834887121
ENSG00000117877,2.7328220404378047
ENSG00000182492,2.73208512633773
ENSG00000211896,2.731146465312347
ENSG00000211448,2.723626469114063
ENSG00000268941,2.722575006631589
ENSG00000232661,2.720601573083937
ENSG00000162377,2.7183387459543917
ENSG00000006606,2.717492575633428
ENSG00000181856,2.715599231464156
ENSG00000207086,2.7155268633875775
ENSG00000131203,2.714656793594635
ENSG00000264365,2.713805282575746
ENSG00000147416,2.7135556200403284
ENSG00000233963,2.7124332050360147
ENSG00000143067,2.709360376931809
ENSG00000235967,2.7088859987272462
ENSG00000165633,2.7078875838575835
ENSG00000203837,2.7064454782006386
ENSG00000115468,2.7054451111717115
ENSG00000234694,2.7053049064212096
ENSG00000237953,2.7033339448538105
ENSG00000170891,2.69904443301778
ENSG00000244953,2.6973918568834274
ENSG00000101367,2.6971456551278923
ENSG00000272430,2.696409619568029
ENSG00000224237,2.696337446086491
ENSG00000170577,2.6953306874573024
ENSG00000267279,2.695257506138367
ENSG00000272092,2.6908772544901933
ENSG00000154783,2.6901980429297
ENSG00000129675,2.6898338815256033
ENSG00000124444,2.686477189386183
ENSG00000111145,2.686358403278906
ENSG00000168032,2.6856111696090332
ENSG00000229770,2.6854491944680814
ENSG00000177469,2.6834077753993486
ENSG00000228401,2.682113863833638
ENSG00000250266,2.6809059148578616
ENSG00000156049,2.6802639627741156
ENSG00000088320,2.679585026609246
ENSG00000174145,2.674486266755641
ENSG00000130303,2.6742310161578353
ENSG00000269994,2.667811536531708
ENSG00000251003,2.6652702050697443
ENSG00000264107,2.6651605013133817
ENSG00000158457,2.6650510976274453
ENSG00000260420,2.663263880887662
ENSG00000177464,2.6622192113066783
ENSG00000141198,2.6607778816646137
ENSG00000077943,2.660647625465292
ENSG00000271780,2.6603356225348773
ENSG00000105137,2.659827828614954
ENSG00000273001,2.6580879479565525
ENSG00000100316,2.657790290426166
ENSG00000179954,2.6569609134529206
ENSG00000204572,2.6566677869963993
ENSG00000104321,2.6541605845509504
ENSG00000279198,2.65381387457759
ENSG00000240694,2.65352206725103
ENSG00000100225,2.6530801624024862
ENSG00000081189,2.652034457692095
ENSG00000140937,2.6486746013326745
ENSG00000198125,2.644696830338625
ENSG00000174827,2.6441770113985474
ENSG00000178795,2.6430950762936263
ENSG00000139329,2.641823222121814
ENSG00000185201,2.6417062798757103
ENSG00000159713,2.6409169953430527
ENSG00000271943,2.636198375185099
ENSG00000164107,2.6354100653028785
ENSG00000274244,2.6345044453937008
ENSG00000235020,2.6323401217018607
ENSG00000108823,2.6299398281999005
ENSG00000220660,2.629676878695562
ENSG00000196169,2.629457211047381
ENSG00000235920,2.6292594875956543
ENSG00000123416,2.627091268588612
ENSG00000228106,2.625556355230162
ENSG00000145284,2.6232285040542322
ENSG00000168077,2.6224010864838636
ENSG00000019505,2.620253795348135
ENSG00000188938,2.6188006986326617
ENSG00000120278,2.618475016332019
ENSG00000171943,2.6161481414485257
ENSG00000228539,2.614236474337116
ENSG00000267107,2.6126482132281037
ENSG00000277449,2.6118507066345775
ENSG00000242370,2.6114635140624602
ENSG00000272173,2.6086250485234066
ENSG00000146386,2.6069687335460117
ENSG00000109016,2.6062781446455228
ENSG00000102760,2.6039139880287148
ENSG00000188783,2.603705587635739
ENSG00000243914,2.5995914829864395
ENSG00000169507,2.5984016871962003
ENSG00000152583,2.5957713341903195
ENSG00000110442,2.5957125316484113
ENSG00000250740,2.5956627954958194
ENSG00000249926,2.5927295990614625
ENSG00000117394,2.5874645495028936
ENSG00000116774,2.585899651207762
ENSG00000205277,2.585695483370427
ENSG00000126088,2.583833459447121
ENSG00000175183,2.5827819995518144
ENSG00000228944,2.5817603489876166
ENSG00000258386,2.58087030957373
ENSG00000036828,2.5807129434730207
ENSG00000241359,2.57811048345967
ENSG00000088356,2.5780198438286663
ENSG00000241679,2.577434321143568
ENSG00000215644,2.576404195168558
ENSG00000071909,2.5752461418212693
ENSG00000198682,2.5749247107887236
ENSG00000258498,2.5747883299377765
ENSG00000163106,2.5739455800757796
ENSG00000024422,2.5731102848426546
